Job Title,Company Name,Study Level,Experience Level,Contract Type,Region,Skills,Posting Date,Job Link,Disponibilité,Langues,Salary,Mobility
Teacher,Ryan-Brock,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Tozeur,"SQL, Python, Communication, Machine Learning, Java",2024-08-03,https://fakejobsite.com/job/633,In 3 months,"English, Arabic",1404,Hybrid
Nurse,Clark and Sons,Bac+3,"Etudiant, jeune diplômé et plus",Alternance,Monastir,"SQL, Project Management, Python, Java, Machine Learning",2025-01-18,https://fakejobsite.com/job/634,Immediate,English,1537,Remote
Project Manager,Cobb LLC,Bac+1,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Alternance,DAKAR,"Java, Machine Learning, Python, SQL",2024-05-23,https://fakejobsite.com/job/635,In 1 month,"French, Arabic, English",1220,Remote
Accountant,"Jenkins, Ferrell and Patterson",Bac+3,Entre 5 et 10 ans,Fonction publique,Gabes,"Communication, Data Analysis, Java",2024-11-13,https://fakejobsite.com/job/636,In 3 months,Arabic,1501,Remote
Project Manager,Gonzalez Ltd,Bac+3,Expérience entre 2 ans et 5 ans et plus,Intérim,DAKAR,"Java, Data Analysis, Communication, Project Management, SQL",2026-06-03,https://fakejobsite.com/job/637,In 3 months,French,1218,Remote
Marketing Manager,"Davis, Beck and Lee",Bac+3,Débutant < 2 ans,SIVP,Médenine,"SQL, Machine Learning, Python, Data Analysis, Leadership",2025-04-11,https://fakejobsite.com/job/638,In 3 months,"English, Arabic, French",1145,On-site
Software Engineer,Morgan Inc,Bac+3,"Etudiant, jeune diplômé",Intérim,Sfax,"Data Analysis, SQL, Communication, Leadership, Python",2024-11-20,https://fakejobsite.com/job/639,Immediate,French,1230,On-site
Nurse,"Walker, Pratt and Brown",Bac+3,Entre 5 et 10 ans,Temps partiel,Monastir,"Communication, Python, Java",2024-07-10,https://fakejobsite.com/job/640,Immediate,"English, Arabic, French",928,Hybrid
Accountant,Moore LLC,Bac,Entre 1 et 2 ans,Saisonnier,Médenine,"Java, Leadership, Data Analysis, SQL",2025-08-09,https://fakejobsite.com/job/641,In 1 month,"French, English, Arabic",1219,Hybrid
Teacher,"Perry, Weaver and Ryan",Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",Saisonnier,TRIPOLI,"SQL, Machine Learning, Java, Leadership, Project Management",2025-08-16,https://fakejobsite.com/job/642,In 3 months,"English, Arabic, French",936,Remote
Data Scientist,Lara PLC,Bac+3,Plus que 10 ans,CDD,Le Kef,"Data Analysis, Project Management, Communication, Machine Learning, Java",2024-04-08,https://fakejobsite.com/job/643,In 3 months,French,1853,Hybrid
Marketing Manager,Brown-Schaefer,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Stage,DAKAR,"Leadership, Data Analysis, Java",2025-08-04,https://fakejobsite.com/job/644,Immediate,"Arabic, French",1118,Hybrid
Accountant,Anderson PLC,Bac+2,Plus que 10 ans,Alternance,Tataouine,"Communication, SQL, Project Management",2025-01-09,https://fakejobsite.com/job/645,Immediate,"English, French, Arabic",1135,Remote
Teacher,Holder-Williams,Formations professionnelles,"Etudiant, jeune diplômé & Débutant < 2 ans",CDD,Médenine,"Communication, Python",2024-04-15,https://fakejobsite.com/job/646,In 1 month,"Arabic, English",1096,Remote
Data Scientist,Griffith and Sons,Bac+4,"Etudiant, jeune diplômé - Débutant < 2 ans",Indépendant-Freelance,Gafsa,"Data Analysis, Java, Project Management, Machine Learning, Communication",2026-01-09,https://fakejobsite.com/job/647,In 1 month,French,870,Hybrid
Data Scientist,Duncan Group,Bac+5,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Fonction publique,Sfax,"Leadership, Project Management, Communication, SQL, Machine Learning",2024-01-13,https://fakejobsite.com/job/648,Immediate,"English, Arabic, French",812,On-site
Accountant,Smith Inc,Bac+5,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Fonction publique,Tataouine,"Java, Machine Learning, Python",2026-04-09,https://fakejobsite.com/job/649,In 3 months,"English, French, Arabic",1506,Hybrid
Marketing Manager,Craig-Brock,Bac+3,Expérience > 10 ans,Saisonnier,Bizerte,"Machine Learning, Python, Data Analysis",2025-05-07,https://fakejobsite.com/job/650,In 1 month,"Arabic, English, French",2576,Hybrid
Project Manager,Espinoza LLC,Bac+1,Expérience entre 2 ans et 5 ans,Statutaire,Bizerte,"Machine Learning, Java, Project Management",2025-12-01,https://fakejobsite.com/job/651,Immediate,"French, Arabic, English",1154,On-site
Project Manager,Hebert Inc,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,SIVP,DAKAR,"Java, Machine Learning, Python, Data Analysis, SQL",2024-07-01,https://fakejobsite.com/job/652,Immediate,"Arabic, French",754,On-site
Data Scientist,"Duran, Landry and Bright",Bac+4,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Intérim,Tozeur,"Leadership, Machine Learning",2025-03-09,https://fakejobsite.com/job/653,In 3 months,"Arabic, English, French",1120,Remote
Project Manager,"Evans, Thomas and Mclean",Bac+5,Expérience > 10 ans,Alternance,Kairouan,"SQL, Python, Communication",2024-03-29,https://fakejobsite.com/job/654,Immediate,"Arabic, French",1688,Remote
Software Engineer,Mendoza-Marshall,Bac+3,Aucune expérience,CDD,Abidjan,"Machine Learning, SQL, Python",2024-07-15,https://fakejobsite.com/job/655,Immediate,"English, Arabic",824,Hybrid
Data Scientist,Campbell-Vega,Bac+2,Aucune expérience,Intérim,Gabes,"Machine Learning, Data Analysis, Python, Project Management, Communication",2026-06-29,https://fakejobsite.com/job/656,In 1 month,"Arabic, English, French",1002,On-site
Data Scientist,Brown-White,Bac+3,Moins d'un an,Statutaire,Sidi Bouzid,"Project Management, SQL, Communication",2024-07-24,https://fakejobsite.com/job/657,Immediate,"English, Arabic",1196,Remote
Teacher,Bauer-Mann,Bac+3,Expérience entre 5 ans et 10 ans,CDD,Siliana,"SQL, Java, Machine Learning, Leadership",2024-05-30,https://fakejobsite.com/job/658,Immediate,French,1472,Hybrid
Project Manager,Banks Inc,Bac+4,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Unspecified,Monastir,"Project Management, SQL, Python",2026-06-12,https://fakejobsite.com/job/659,In 1 month,"Arabic, English, French",1371,On-site
Marketing Manager,Graham LLC,Bac+3,Entre 1 et 2 ans,Stage,TRIPOLI,"Machine Learning, Leadership, SQL, Java",2026-03-11,https://fakejobsite.com/job/660,In 3 months,Arabic,1393,Hybrid
Data Scientist,Reeves-Dunn,Bac+3,Expérience entre 5 ans et 10 ans & Expérience > 10 ans,Indépendant-Freelance,Nabeul,"Machine Learning, Data Analysis, Leadership, SQL",2025-07-25,https://fakejobsite.com/job/661,In 3 months,"Arabic, French",1117,Remote
Marketing Manager,Thompson Ltd,Autres,Entre 5 et 10 ans,Indépendant-Freelance,Gafsa,"Data Analysis, SQL",2024-05-09,https://fakejobsite.com/job/662,In 1 month,"French, English, Arabic",1134,Remote
Software Engineer,"Holmes, Waller and Jones",Bac+4,Débutant < 2 ans,Intérim,Médenine,"Python, Data Analysis, Communication, Java, Machine Learning",2024-07-17,https://fakejobsite.com/job/663,In 1 month,"English, French",1082,On-site
Teacher,Contreras Group,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Intérim,Médenine,"Data Analysis, Communication, Leadership",2024-11-03,https://fakejobsite.com/job/664,In 3 months,Arabic,1327,Hybrid
Accountant,Kane Group,Bac+1,Débutant < 2 ans et plus,Intérim,Abidjan,"SQL, Project Management, Java",2024-03-13,https://fakejobsite.com/job/665,In 3 months,English,1110,On-site
Marketing Manager,Peters Group,Bac+2,"Etudiant, jeune diplômé",CDD,Tataouine,"SQL, Project Management, Leadership, Python",2026-01-14,https://fakejobsite.com/job/666,In 3 months,"French, English",1312,Remote
Data Scientist,Byrd-Thomas,Bac+3,Moins d'un an,Stage,Sidi Bouzid,"SQL, Machine Learning",2024-03-14,https://fakejobsite.com/job/667,In 3 months,"English, French",1370,Remote
Software Engineer,Carlson Inc,Bac+2,Expérience entre 2 ans et 5 ans et plus,Unspecified,Abidjan,"Communication, Project Management, SQL, Data Analysis",2025-07-02,https://fakejobsite.com/job/668,In 3 months,"French, Arabic, English",987,Hybrid
Nurse,Espinoza-Zhang,Bac+2,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,CDI,Tataouine,"Java, Communication",2024-09-24,https://fakejobsite.com/job/669,In 1 month,"English, Arabic, French",889,Hybrid
Software Engineer,Huber PLC,Bac+3,Expérience entre 2 ans et 5 ans et plus,Intérim,Médenine,"Communication, SQL, Python, Machine Learning, Project Management",2025-10-14,https://fakejobsite.com/job/670,Immediate,"Arabic, French",1056,Hybrid
Software Engineer,"Doyle, White and Fletcher",Bac+2,Entre 1 et 2 ans,Unspecified,Tozeur,"SQL, Leadership, Java",2025-01-10,https://fakejobsite.com/job/671,In 3 months,"French, Arabic",1258,On-site
Teacher,Harris-Mora,Formations professionnelles,"Etudiant, jeune diplômé & Débutant < 2 ans",SIVP,Kairouan,"Machine Learning, Data Analysis, SQL, Communication, Java",2024-06-12,https://fakejobsite.com/job/672,In 3 months,"French, Arabic",944,Hybrid
Accountant,Short and Sons,Bac+1,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Temps partiel,Bizerte,"Communication, Leadership, Python, SQL, Machine Learning",2024-10-24,https://fakejobsite.com/job/673,Immediate,"French, English, Arabic",1043,Hybrid
Nurse,Oneal Inc,Bac+3,Débutant < 2 ans,Unspecified,Tataouine,"Python, Leadership, Java, Project Management, Machine Learning",2025-05-23,https://fakejobsite.com/job/674,Immediate,"French, English",1080,Remote
Project Manager,Peters Ltd,Bac+3,"Etudiant, jeune diplômé et plus",Statutaire,Zaghouan,"SQL, Java",2025-04-29,https://fakejobsite.com/job/675,Immediate,"Arabic, French, English",1262,Remote
Project Manager,"Mendez, Alvarez and West",Autres,"Etudiant, jeune diplômé et plus",Temps partiel,Zaghouan,"Machine Learning, Java, Data Analysis",2025-11-28,https://fakejobsite.com/job/676,Immediate,"Arabic, English, French",1399,Hybrid
Marketing Manager,"Porter, Moore and Boyle",Bac+2,Expérience entre 5 ans et 10 ans - Expérience > 10 ans,Alternance,Sidi Bouzid,"Communication, Data Analysis",2024-09-23,https://fakejobsite.com/job/677,Immediate,"English, French, Arabic",1299,Hybrid
Software Engineer,Stephens Inc,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Alternance,Monastir,"Communication, Leadership",2024-04-26,https://fakejobsite.com/job/678,Immediate,English,886,Remote
Teacher,Adams Ltd,Autres,Moins d'un an,Statutaire,Sidi Bouzid,"Python, Project Management, Communication",2025-12-06,https://fakejobsite.com/job/679,In 1 month,"English, Arabic",1074,Hybrid
Teacher,"Ferguson, Warren and Rodriguez",Qualification avant bac,"Etudiant, jeune diplômé & Débutant < 2 ans",Unspecified,DAKAR,"Project Management, Leadership, Communication, Python",2024-12-31,https://fakejobsite.com/job/680,Immediate,"Arabic, French",1347,On-site
Project Manager,Brown-Cox,Bac+5,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,CDD,Tunis,"Python, Java",2025-12-08,https://fakejobsite.com/job/681,Immediate,"Arabic, English",1239,On-site
Marketing Manager,Delgado-Hamilton,Bac+3,Expérience entre 2 ans et 5 ans,Statutaire,Ariana,"Java, Leadership, Machine Learning, SQL, Project Management",2026-08-18,https://fakejobsite.com/job/682,In 1 month,"English, French",1590,On-site
Marketing Manager,Decker-Freeman,Bac+2,Débutant < 2 ans,Temps partiel,Gabes,"Python, Communication",2026-09-03,https://fakejobsite.com/job/683,Immediate,"English, French, Arabic",872,Hybrid
Marketing Manager,Sanders-Wilson,Bac+5,Expérience entre 5 ans et 10 ans,Temps partiel,Tunis,"Java, SQL, Project Management, Leadership",2024-01-08,https://fakejobsite.com/job/684,In 3 months,"English, Arabic",1547,Remote
Nurse,"Paul, Lee and Garza",Autres,Plus que 10 ans,Intérim,International,"Java, Leadership, Project Management, Python, Machine Learning",2025-09-08,https://fakejobsite.com/job/685,In 3 months,"Arabic, French, English",1129,Hybrid
Accountant,"Park, Williams and Johnston",Bac+3,Expérience > 10 ans,Saisonnier,Ben Arous,"Communication, Data Analysis",2024-04-04,https://fakejobsite.com/job/686,Immediate,"Arabic, English, French",1469,Hybrid
Nurse,Graves-Foster,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Fonction publique,Kairouan,"Data Analysis, Project Management, Java, Communication",2024-07-07,https://fakejobsite.com/job/687,In 1 month,"Arabic, English, French",888,Remote
Data Scientist,Perez Ltd,Bac+3,"Etudiant, jeune diplômé & Débutant < 2 ans",CDI,Sidi Bouzid,"Python, Machine Learning",2026-09-26,https://fakejobsite.com/job/688,In 3 months,"English, French",1212,Remote
Data Scientist,Green Group,Bac+5,Expérience entre 5 ans et 10 ans,Temps partiel,Sidi Bouzid,"Leadership, Data Analysis, Communication",2026-05-09,https://fakejobsite.com/job/689,In 1 month,"Arabic, English",1203,Remote
Accountant,Delgado and Sons,Bac+2,Moins d'un an,SIVP,Abidjan,"Data Analysis, Project Management, Machine Learning",2025-06-08,https://fakejobsite.com/job/690,In 3 months,"Arabic, French",931,On-site
Project Manager,Rivera Inc,Bac+3,"Etudiant, jeune diplômé et plus",Statutaire,International,"Project Management, Python, SQL, Java, Communication",2025-08-27,https://fakejobsite.com/job/691,Immediate,"Arabic, French, English",1911,Hybrid
Accountant,"Rodriguez, Taylor and Wilson",Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Stage,Siliana,"Communication, Project Management, Data Analysis, Java, Machine Learning",2026-09-08,https://fakejobsite.com/job/692,In 1 month,"Arabic, French, English",1388,Remote
Teacher,White and Sons,Bac+3,Expérience entre 2 ans et 5 ans & Expérience entre 5 ans et 10 ans,Saisonnier,Gafsa,"Java, Leadership, Machine Learning, Communication",2026-03-15,https://fakejobsite.com/job/693,In 1 month,"French, Arabic, English",967,Hybrid
Data Scientist,Smith-Giles,Bac+3,Débutant < 2 ans et plus,Temps partiel,Gafsa,"Python, SQL, Communication, Data Analysis",2024-03-19,https://fakejobsite.com/job/694,In 1 month,English,1596,On-site
Software Engineer,"Richmond, Perez and Garcia",Bac+2,Expérience entre 2 ans et 5 ans,Statutaire,Abidjan,"Project Management, Communication, Leadership",2024-09-17,https://fakejobsite.com/job/695,In 3 months,Arabic,1022,On-site
Software Engineer,"Gonzales, Nixon and Moore",Bac+4,Débutant < 2 ans,Indépendant-Freelance,TRIPOLI,"Python, SQL, Java, Project Management",2024-09-03,https://fakejobsite.com/job/696,In 3 months,Arabic,846,Remote
Project Manager,Tran PLC,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Saisonnier,Abidjan,"Java, Leadership, Project Management, Machine Learning, Python",2024-03-09,https://fakejobsite.com/job/697,In 3 months,"English, French",894,Remote
Teacher,Shelton-Rogers,Bac+4,Expérience entre 2 ans et 5 ans et plus,CDD,Le Kef,"Communication, Data Analysis",2026-04-19,https://fakejobsite.com/job/698,Immediate,"English, Arabic, French",1280,Hybrid
Nurse,Francis-Webb,Bac+2,"Etudiant, jeune diplômé et plus",CDI,Tunis,"SQL, Leadership, Machine Learning",2024-05-22,https://fakejobsite.com/job/699,In 3 months,French,1730,Remote
Teacher,"Turner, Beasley and Foster",Bac+3,Expérience entre 2 ans et 5 ans,Stage-PFE,Tataouine,"Communication, Machine Learning, Leadership, Java, Project Management",2024-09-28,https://fakejobsite.com/job/700,Immediate,"French, Arabic, English",1010,Hybrid
Software Engineer,"Wood, Johnson and Cruz",Bac+3,Entre 5 et 10 ans,Stage-PFE,Médenine,"Python, Machine Learning",2024-07-27,https://fakejobsite.com/job/701,In 1 month,"Arabic, French, English",643,Remote
Software Engineer,"Edwards, Serrano and White",Bac,Débutant < 2 ans et plus,Intérim,International,"Python, Data Analysis",2025-01-22,https://fakejobsite.com/job/702,In 1 month,Arabic,1441,Hybrid
Data Scientist,Miller Group,Bac+3,Débutant < 2 ans & Expérience entre 2 ans et 5 ans,Intérim,Kairouan,"Python, Leadership, Project Management",2024-06-02,https://fakejobsite.com/job/703,Immediate,English,1637,Hybrid
Teacher,"Boyd, Dunlap and Kline",Bac+2,Expérience entre 2 ans et 5 ans et plus,CDD,Ben Arous,"SQL, Project Management, Communication, Leadership",2026-06-24,https://fakejobsite.com/job/704,In 3 months,"Arabic, French, English",601,Hybrid
Teacher,Morgan PLC,Bac,Expérience > 10 ans,Stage,Sidi Bouzid,"Data Analysis, Leadership",2025-09-12,https://fakejobsite.com/job/705,Immediate,"French, English, Arabic",1913,Hybrid
Software Engineer,"Garcia, Fox and Barron",Autres,Entre 5 et 10 ans,Intérim,TRIPOLI,"Machine Learning, Python",2025-06-04,https://fakejobsite.com/job/706,In 1 month,"Arabic, French",1156,On-site
Nurse,"Orozco, Barber and Russell",Bac+3,Débutant < 2 ans,Fonction publique,Nabeul,"Data Analysis, Machine Learning, Leadership",2026-01-29,https://fakejobsite.com/job/707,In 1 month,"English, Arabic, French",794,Hybrid
Project Manager,Gould-Gibbs,Bac+5,Entre 1 et 2 ans,Temps partiel,Sousse,"Java, Data Analysis, Communication, Project Management, Leadership",2024-07-09,https://fakejobsite.com/job/708,Immediate,"Arabic, English, French",976,Remote
Marketing Manager,"Smith, Murray and Edwards",Bac+3,Débutant < 2 ans,CDI,Gafsa,"Project Management, Python",2025-05-30,https://fakejobsite.com/job/709,In 3 months,French,1186,On-site
Project Manager,Miller Group,Bac+5,Plus que 10 ans,Unspecified,Gafsa,"Java, Project Management, Machine Learning, Communication, Python",2026-08-12,https://fakejobsite.com/job/710,In 3 months,"French, English",1488,On-site
Teacher,Gomez Inc,Bac+5,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Sfax,"Data Analysis, Python, SQL, Java",2025-04-23,https://fakejobsite.com/job/711,Immediate,"English, French",1512,Hybrid
Project Manager,Chambers Ltd,Bac+4,"Etudiant, jeune diplômé & Débutant < 2 ans",Unspecified,Bizerte,"Data Analysis, Project Management",2024-11-24,https://fakejobsite.com/job/712,Immediate,"English, French",1090,On-site
Software Engineer,Davis-Lewis,Bac+3,Débutant < 2 ans et plus,CDD,Siliana,"Machine Learning, Java, Data Analysis, SQL",2025-01-15,https://fakejobsite.com/job/713,In 3 months,"French, English",989,Hybrid
Software Engineer,"Dixon, Lyons and Young",Bac+3,Aucune expérience,Alternance,Nabeul,"Java, SQL, Python, Data Analysis",2025-08-22,https://fakejobsite.com/job/714,In 1 month,Arabic,427,Remote
Teacher,Long PLC,Bac+3,"Etudiant, jeune diplômé - Débutant < 2 ans",Statutaire,Sfax,"Machine Learning, Leadership, Python, Data Analysis, Communication",2024-09-30,https://fakejobsite.com/job/715,Immediate,"French, English",1147,Hybrid
